"1","ADMINISTRADOR","2017-12-14 14:28:55","2017-12-14 14:28:55"
"2","PLATAFORMA","2017-12-14 14:28:55","2017-12-14 14:28:55"
"3","INVERSOR","2017-12-14 14:28:55","2017-12-14 14:28:55"
"4","ASESOR","2017-12-14 14:29:01","2017-12-14 14:28:55"
"5","GESTOR","2017-12-14 14:29:01","2017-12-14 14:28:55"
